,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,mileage,seats
12403,endeavour,2019,3250000,34000,Diesel,Individual,Automatic,First Owner,Ford,10.91,7
12405,vitara brezza,2019,894999,46000,Diesel,Individual,Automatic,First Owner,Maruti Suzuki,24.3,5
12407,ecosport,2013,399000,54000,Diesel,Individual,Manual,Third Owner,Ford,23.0,5
12410,vitara brezza,2018,825000,48174,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12411,ecosport,2016,585000,62591,Diesel,Individual,Manual,First Owner,Ford,22.77,5
12412,jazz,2017,675000,48650,Petrol,Individual,Automatic,First Owner,Honda,27.3,5
12413,s-cross,2017,795000,52245,Diesel,Individual,Manual,First Owner,Maruti Suzuki,25.1,5
12416,wagon r,2015,390000,43297,Petrol,Individual,Manual,First Owner,Maruti Suzuki,37.24,5
12417,swift,2019,650000,44710,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.4,5
12418,others,2013,390000,62000,Diesel,Individual,Manual,First Owner,Renault,14.3,5
12419,a4,2017,2400000,59267,Diesel,Individual,Automatic,First Owner,Audi,16.55,5
12420,swift,2011,385000,69000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.0,5
12421,swift dzire,2017,450000,75000,Petrol,Commercial Registration,Manual,First Owner,Maruti Suzuki,26.59,5
12422,grand i10,2020,649000,52236,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12423,others,2020,3499000,47000,Diesel,Individual,Automatic,First Owner,Skoda,19.02,7
12425,swift dzire,2014,400000,64000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,23.4,5
12426,grand i10,2020,599000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,18.9,5
12427,fortuner,2019,2980000,92000,Diesel,Individual,Manual,First Owner,Toyota,12.55,7
12429,jazz,2016,400000,50000,Petrol,Individual,Manual,First Owner,Honda,19.0,5
12430,others,2022,6975000,2000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,19.01,5
12432,others,2016,5400000,16000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,9.5,5
12433,others,2015,3700000,103890,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,11.5,7
12434,celerio,2018,445000,71000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,27.62,5
12435,thar,2021,1475000,12000,Diesel,Individual,Manual,First Owner,Mahindra,16.55,4
12436,fortuner,2016,2800000,93000,Diesel,Individual,Automatic,First Owner,Toyota,12.55,7
12437,eon,2013,190000,63000,Petrol,Individual,Manual,Second Owner,Hyundai,21.1,5
12438,swift,2020,600000,10000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.21,5
12440,wagon r,2019,550000,48000,CNG,Individual,Manual,First Owner,Maruti Suzuki,37.24,5
12441,vitara brezza,2017,715000,71000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12442,others,2022,2540000,18000,Diesel,Individual,Automatic,First Owner,Mahindra,9.5,7
12443,wagon r,2019,525000,50000,CNG,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12444,grand i10,2015,425000,48000,Petrol,Individual,Manual,First Owner,Hyundai,18.9,5
12445,i20,2022,795000,4000,Petrol,Individual,Automatic,First Owner,Hyundai,18.6,5
12446,city,2010,269000,73000,Petrol,Individual,Manual,Second Owner,Honda,17.7,5
12448,verna,2014,565000,68000,Diesel,Individual,Manual,First Owner,Hyundai,22.32,5
12450,i20,2015,529000,57654,Petrol,Individual,Manual,First Owner,Hyundai,18.6,5
12452,vento,2012,360000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen,20.54,5
12453,others,2019,975000,41792,Petrol,Individual,Manual,First Owner,Maruti Suzuki,11.9,6
12455,others,2013,2390000,107021,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,17.42,7
12457,alto,2019,430000,57993,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,19.7,5
12460,corolla altis,2018,1650000,25914,Petrol,Corporate,Automatic,First Owner,Toyota,14.28,5
12461,xf,2014,3350000,49235,Diesel,Individual,Automatic,First Owner,Jaguar,14.74,5
12465,vitara brezza,2016,675000,45000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12466,swift dzire,2014,455000,30183,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
12467,polo,2012,375000,78000,Diesel,Individual,Manual,Third Owner,Volkswagen,22.07,5
12468,wagon r,2016,345000,73190,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,21.79,5
12470,elantra,2014,700000,64000,Petrol,Individual,Manual,First Owner,Hyundai,14.62,5
12471,city,2014,499000,140000,Diesel,Individual,Manual,First Owner,Honda,17.7,5
12472,ciaz,2015,590000,39000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.09,5
12474,swift dzire,2018,695000,55000,Diesel,Individual,Automatic,First Owner,Maruti Suzuki,26.59,5
12476,others,2021,3375000,25000,Petrol,Individual,Automatic,First Owner,Volkswagen,17.8,7
12478,others,2018,2650000,43000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,11.9,5
12479,baleno,2021,715000,16000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.01,5
12480,creta,2019,1200000,27657,Diesel,Individual,Automatic,Second Owner,Hyundai,19.67,5
12481,eon,2012,275000,30000,Petrol,Individual,Manual,First Owner,Hyundai,21.1,5
12482,city,2012,445000,111000,Petrol,Individual,Manual,First Owner,Honda,17.7,5
12483,others,2016,1850000,37600,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.5,4
12484,baleno,2017,665000,48000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,21.1,5
12485,creta,2019,1090000,37000,Diesel,Individual,Manual,First Owner,Hyundai,19.67,5
12486,others,2015,5500000,54000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.2,5
12488,verna,2018,1085000,45915,Diesel,Individual,Automatic,First Owner,Hyundai,23.9,5
12489,others,2021,2140000,24000,Petrol,Individual,Automatic,First Owner,Hyundai,20.45,6
12491,ertiga,2021,1080000,38000,CNG,Individual,Manual,First Owner,Maruti Suzuki,20.77,7
12495,city,2015,595000,72000,Petrol,Individual,Manual,First Owner,Honda,26.0,5
12496,others,2016,3450000,29000,Diesel,Individual,Automatic,First Owner,Land Rover,17.09,5
12497,wr-v,2018,819999,42000,Petrol,Individual,Manual,First Owner,Honda,25.5,5
12500,xf,2019,3750000,13500,Diesel,Individual,Automatic,Second Owner,Jaguar,14.74,5
12501,others,2021,4950000,12400,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,20.0,5
12504,fortuner,2012,1290000,121000,Diesel,Individual,Manual,Second Owner,Toyota,11.5,7
12506,xuv500,2018,1490000,50000,Diesel,Individual,Manual,First Owner,Mahindra,16.0,7
12507,i10,2013,325000,46721,Petrol,Individual,Automatic,Second Owner,Hyundai,19.81,5
12508,xuv500,2017,1190000,41470,Diesel,Individual,Automatic,First Owner,Mahindra,15.1,7
12510,others,2014,5375000,80000,Diesel,Individual,Automatic,Second Owner,Land Rover,23.08,5
12511,city,2018,1138000,6000,Petrol,Corporate,Automatic,First Owner,Honda,18.0,5
12513,brio,2014,365000,31000,Petrol,Individual,Manual,First Owner,Honda,18.5,5
12514,cruze,2014,475000,73265,Diesel,Individual,Automatic,Second Owner,others,17.3,5
12515,creta,2019,1225000,47000,Diesel,Individual,Manual,First Owner,Hyundai,19.67,5
12516,ertiga,2017,725000,42000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.52,7
12519,swift dzire,2018,695000,68818,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,17.5,5
12521,amaze,2020,950000,39000,Diesel,Individual,Automatic,First Owner,Honda,17.8,5
12523,jazz,2017,585000,24100,Petrol,Individual,Manual,First Owner,Honda,18.7,5
12526,ciaz,2019,910000,76000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,28.09,5
12527,celerio,2020,565000,47000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,23.1,5
12528,others,2021,1050000,1910,Petrol,Individual,Automatic,First Owner,Toyota,19.01,5
12531,xuv500,2016,1000000,33000,Diesel,Individual,Manual,First Owner,Mahindra,15.1,7
12533,verna,2015,598000,58200,Petrol,Individual,Automatic,First Owner,Hyundai,17.7,5
12534,others,2018,850000,83000,Diesel,Individual,Manual,First Owner,Mahindra,20.14,7
12535,i20,2016,560000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,17.19,5
12539,grand i10,2017,495000,47000,Petrol,Individual,Manual,First Owner,Hyundai,18.9,5
12544,fortuner,2013,1075000,125000,Diesel,Individual,Automatic,First Owner,Toyota,11.5,7
12545,others,2019,6225000,42079,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.9,5
12548,xf,2011,2800000,70662,Petrol,Individual,Automatic,Second Owner,Jaguar,16.36,5
12549,others,2011,625000,40000,Diesel,Individual,Manual,Second Owner,others,16.25,5
12557,fortuner,2021,4300000,60000,Diesel,Individual,Automatic,First Owner,Toyota,15.04,7
12559,cruze,2011,320000,75000,Diesel,Individual,Manual,Second Owner,others,17.3,5
12562,others,2019,3900000,33000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.3,5
12564,santro,2019,465000,19000,Petrol,Individual,Automatic,First Owner,Hyundai,20.3,5
12565,city,2019,875000,58618,Petrol,Individual,Manual,First Owner,Honda,17.4,5
12566,others,2017,3200000,10500,Petrol,Individual,Automatic,First Owner,others,19.02,4
12568,kwid,2020,426999,41669,Petrol,Individual,Automatic,First Owner,Renault,25.17,5
12569,others,2022,9200000,10000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.8,5
12570,creta,2018,1035000,36000,Diesel,Individual,Manual,First Owner,Hyundai,19.67,5
12571,swift dzire,2018,695000,31000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
12573,thar,2021,1700000,14000,Diesel,Individual,Automatic,First Owner,Mahindra,16.55,4
12576,others,2021,3950000,40000,Diesel,Individual,Automatic,First Owner,MG,11.18,6
12579,others,2012,1275000,101000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,11.5,5
12580,kwid,2018,375000,14000,Petrol,Individual,Manual,First Owner,Renault,20.71,5
12581,vitara brezza,2018,949000,50500,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12582,swift,2019,775000,80849,Diesel,Individual,Manual,First Owner,Maruti Suzuki,16.1,5
12585,santro,2019,509999,30858,Petrol,Individual,Manual,First Owner,Hyundai,20.3,5
12588,city,2021,1490000,11000,Diesel,Individual,Manual,First Owner,Honda,17.8,5
12589,baleno,2016,545000,53000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,27.39,5
12590,3 series,2018,2950000,75000,Diesel,Individual,Automatic,First Owner,BMW,18.88,5
12591,others,2010,1150000,120000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,10.5,5
12594,e-class 250,2014,1750000,59000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.0,5
12596,sunny,2013,360000,92000,Diesel,Individual,Manual,Second Owner,others,22.71,5
12597,ecosport,2019,625000,48422,Petrol,Individual,Manual,First Owner,Ford,21.7,5
12598,3 series,2019,4150000,29000,Diesel,Individual,Automatic,First Owner,BMW,22.69,5
12600,baleno,2018,484999,62000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,21.4,5
12602,ertiga,2017,800000,76642,CNG,Individual,Manual,First Owner,Maruti Suzuki,25.47,7
12603,creta,2019,1275000,44000,Petrol,Individual,Manual,First Owner,Hyundai,17.01,5
12604,others,2018,9500000,20000,Petrol,Individual,Automatic,First Owner,others,17.0,2
12605,3 series,2013,1375000,102000,Diesel,Individual,Automatic,Second Owner,BMW,19.62,5
12606,creta,2022,1700000,9000,Diesel,Individual,Manual,First Owner,Hyundai,15.8,5
12607,xuv500,2013,500000,135000,Diesel,Individual,Manual,First Owner,Mahindra,15.1,7
12608,others,2020,6800000,14500,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,15.42,5
12609,swift dzire,2019,715000,31552,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,26.59,5
12610,wagon r,2016,380000,70000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,18.9,5
12612,others,2016,7200000,45000,Diesel,Individual,Automatic,Third Owner,Land Rover,16.38,5
12613,others,2020,8190000,18000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,9.5,5
12614,swift,2018,695000,8000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,21.21,5
12615,creta,2016,875000,62125,Diesel,Individual,Manual,First Owner,Hyundai,19.67,5
12621,creta,2017,869999,70000,Diesel,Individual,Manual,First Owner,Hyundai,19.67,5
12622,thar,2018,875000,24000,Diesel,Individual,Manual,First Owner,Mahindra,16.55,6
12624,vitara brezza,2019,825000,25500,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12625,ciaz,2017,785000,20000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,28.09,5
12628,i20,2013,335000,80500,Petrol,Individual,Manual,First Owner,Hyundai,21.9,5
12629,others,2013,2550000,65000,Petrol,Individual,Automatic,Second Owner,Jaguar,14.6,5
12631,polo,2015,490000,50000,Petrol,Individual,Manual,First Owner,Volkswagen,16.47,5
12632,others,2017,5950000,28000,Diesel,Individual,Automatic,First Owner,BMW,17.09,4
12633,i20,2011,250000,75431,Petrol,Individual,Manual,First Owner,Hyundai,23.0,5
12634,kwid,2017,420000,43000,Petrol,Individual,Manual,UnRegistered Car,Renault,25.17,5
12635,others,2019,2395000,44876,Diesel,Individual,Automatic,First Owner,Hyundai,16.38,5
12637,sunny,2013,325000,51000,Diesel,Individual,Manual,First Owner,others,16.95,5
12638,others,2013,2300000,110000,Diesel,Individual,Automatic,Second Owner,Land Rover,17.7,5
12639,ertiga,2014,642000,53693,CNG,Individual,Manual,First Owner,Maruti Suzuki,24.52,7
12640,eon,2018,290000,70000,Petrol,Individual,Manual,First Owner,Hyundai,21.1,5
12641,grand i10,2014,390000,57000,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12644,swift,2016,440000,53807,Petrol,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12648,city,2018,949000,37100,Petrol,Individual,Manual,First Owner,Honda,17.4,5
12650,kwid,2018,319000,89059,Petrol,Individual,Manual,First Owner,Renault,25.17,5
12651,ertiga,2013,459999,77000,Diesel,Individual,Manual,Second Owner,Maruti Suzuki,25.47,7
12653,baleno,2017,685000,58146,Petrol,Individual,Manual,First Owner,Maruti Suzuki,27.39,5
12654,others,2020,3900000,13000,Petrol,Individual,Automatic,First Owner,others,17.0,4
12656,others,2018,5400000,50500,Diesel,Individual,Automatic,Third Owner,Mercedes-Benz,19.02,5
12657,others,2022,4100000,3826,Diesel,Individual,Automatic,UnRegistered Car,Mercedes-Benz,20.0,5
12658,others,2019,6875000,53000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.2,7
12659,creta,2018,1115000,37000,Petrol,Individual,Manual,Second Owner,Hyundai,19.67,5
12660,city,2017,761000,38000,Petrol,Individual,Automatic,Second Owner,Honda,17.4,5
12661,baleno,2021,825000,8499,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.4,5
12662,i20,2016,650000,61181,Diesel,Individual,Manual,First Owner,Hyundai,17.0,5
12664,others,2007,750000,102000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,11.5,5
12665,grand i10,2021,685000,9232,Petrol,Individual,Automatic,First Owner,Hyundai,18.9,5
12667,i20,2018,609000,42601,Petrol,Individual,Manual,First Owner,Hyundai,21.19,5
12668,scorpio,2009,365000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,12.05,8
12669,q7,2016,5175000,65000,Diesel,Individual,Automatic,First Owner,Audi,12.07,7
12670,innova,2018,2175000,40000,Diesel,Individual,Automatic,First Owner,Toyota,12.99,7
12671,others,2013,675000,106223,Diesel,Individual,Automatic,Second Owner,others,17.42,7
12673,amaze,2016,480000,50000,Petrol,Individual,Manual,First Owner,Honda,18.0,5
12674,5 series,2020,5800000,30000,Diesel,Individual,Automatic,First Owner,BMW,22.48,5
12677,others,2017,1791000,96095,Diesel,Individual,Automatic,First Owner,others,13.4,7
12678,eeco,2018,422000,12768,Petrol,Individual,Manual,First Owner,Maruti Suzuki,15.37,5
12681,grand i10,2017,495000,30000,Petrol,Individual,Manual,First Owner,Hyundai,18.9,5
12683,others,2019,3950000,33000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.3,5
12686,5 series,2011,975000,61000,Diesel,Individual,Automatic,Third Owner,BMW,16.2,5
12690,x5,2015,3550000,59000,Diesel,Individual,Automatic,First Owner,BMW,11.0,7
12691,duster,2013,280000,99000,Diesel,Individual,Manual,Second Owner,Renault,19.01,5
12692,others,2009,1500000,75000,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,13.73,5
12693,others,2019,5100000,79000,Diesel,Individual,Automatic,First Owner,BMW,10.93,5
12696,jazz,2016,595000,80000,Petrol,Individual,Automatic,First Owner,Honda,19.0,5
12698,eeco,2018,328000,26807,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,15.37,5
12699,i20,2018,625000,23000,Petrol,Individual,Manual,First Owner,Hyundai,22.54,5
12700,swift,2015,409999,112000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12701,baleno,2022,975000,5000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.4,5
12702,swift dzire,2015,545000,70000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
12703,polo,2019,699000,53929,Petrol,Individual,Manual,First Owner,Volkswagen,20.14,5
12704,celerio,2014,390000,49580,Petrol,Individual,Manual,First Owner,Maruti Suzuki,23.1,5
12705,corolla altis,2014,680000,85000,Diesel,Individual,Manual,Second Owner,Toyota,21.43,5
12706,ciaz,2015,625000,61000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,26.21,5
12707,wagon r,2012,235000,35000,LPG,Individual,Manual,Second Owner,Maruti Suzuki,18.9,5
12709,city,2011,550000,69000,Petrol,Individual,Automatic,Second Owner,Honda,17.7,5
12710,compass,2017,1350000,70000,Petrol,Individual,Automatic,First Owner,Jeep,17.1,5
12711,i10,2013,325000,15780,Petrol,Individual,Manual,First Owner,Hyundai,20.36,5
12714,ciaz,2016,640000,50800,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.09,5
12718,a6,2020,5300000,36000,Petrol,Individual,Automatic,First Owner,Audi,17.68,5
12719,others,2019,5800000,3500,Diesel,Individual,Automatic,First Owner,Volvo,20.0,5
12722,scorpio,2017,1090000,19000,Diesel,Individual,Manual,First Owner,Mahindra,16.36,8
12723,alto,2014,245000,31100,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,19.7,5
12724,amaze,2014,475000,65000,Petrol,Individual,Manual,Second Owner,Honda,24.7,5
12725,fortuner,2017,2800000,49000,Diesel,Individual,Automatic,Second Owner,Toyota,14.24,7
12728,grand i10,2019,545000,28000,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12730,others,2017,4200000,77000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.73,5
12731,xcent,2017,434999,27000,Diesel,Individual,Manual,Second Owner,Hyundai,25.4,5
12732,kwid,2017,315000,15507,Petrol,Individual,Manual,First Owner,Renault,25.17,5
12733,others,2016,900000,70000,Diesel,Individual,Manual,Second Owner,others,11.74,7
12737,redi-go,2017,198000,24000,Petrol,Individual,Manual,First Owner,others,22.7,5
12738,i10,2014,225000,47721,LPG,Individual,Manual,First Owner,Hyundai,19.81,5
12739,i20,2011,310000,26000,Petrol,Individual,Automatic,First Owner,Hyundai,21.9,5
12740,kwid,2017,315000,15507,Petrol,Individual,Manual,First Owner,Renault,23.01,5
12741,city,2018,775000,39000,Petrol,Individual,Manual,Second Owner,Honda,17.4,5
12742,swift dzire,2017,625000,58000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,26.59,5
12744,innova,2018,1549000,95315,Diesel,Individual,Manual,Second Owner,Toyota,12.8,7
12746,swift,2019,725000,11874,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,21.21,5
12747,verna,2014,540000,86000,Diesel,Individual,Manual,First Owner,Hyundai,16.8,5
12748,polo,2014,350000,111000,Diesel,Individual,Manual,Second Owner,Volkswagen,20.14,5
12750,others,2021,625000,28000,Petrol,Corporate,Manual,First Owner,others,17.09,5
12751,celerio,2019,475000,25000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,23.1,5
12752,seltos,2021,1650000,12000,Diesel,Individual,Manual,First Owner,Kia,20.8,5
12754,i20,2011,275000,45000,Petrol,Individual,Manual,First Owner,Hyundai,18.6,5
12755,others,2014,5900000,70000,Diesel,Corporate,Automatic,First Owner,Land Rover,12.83,5
12756,innova,2017,2100000,112000,Diesel,Individual,Manual,First Owner,Toyota,12.99,7
12762,swift,2014,465000,75000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.9,5
12763,punto,2014,375000,71000,Diesel,Individual,Manual,First Owner,others,20.3,5
12768,others,2015,2250000,43200,Petrol,Corporate,Automatic,First Owner,Mercedes-Benz,11.9,5
